label,text,preprocessing-result
Ham,Mudah2an suatu saat ada juga di sumatera kalimantan sulawesi papua..,"['mudah', 'an', 'sumatera', 'kalimantan', 'sulawesi', 'papua']"
Ham,"Mantap,,, pak presiden","['mantap', 'presiden']"
Ham,Selamat bpk Jokowi🙏🏻🇮🇩🇮🇩🇮🇩,"['selamat', 'bpk', 'jokowi']"
Ham,Koneksinya ke Bandung naik apa pak?,"['koneksi', 'bandung']"
Ham,Mantaap Bpk Presiden Joko Widodo 🇮🇩 keren 👍👍👍,"['mantaap', 'bpk', 'presiden', 'joko', 'widodo', 'keren']"
Ham,Sehat sll presiden ku 🙏🤲,"['sehat', 'sll', 'presiden', 'ku']"
Ham,Lanjutkan KA Cepat  ke Surabaya. bpk Jokowi,"['lanjut', 'ka', 'cepat', 'surabaya', 'bpk', 'jokowi']"
Ham,"Moda transportasi utk jarak jauh via darat , butuh kecepatan dan kenyamanan  yg tinggi tanpa gas buang mesin sudah mutlak jd kebutuhan global demi kelestarian alam bumi .

 Dan di masa depan kereta listrik berkecepatan supersonic sejenis pasti lebih rekomendatif dibandingkan dgn pesawat udara yg mana hanya lebih cocok digunakan setelah dimodifikasi sebagai  alat pengganti mobil pemadam kebakaran hutan.","['moda', 'transportasi', 'utk', 'jarak', 'via', 'darat', 'butuh', 'cepat', 'nyaman', 'yg', 'gas', 'buang', 'mesin', 'mutlak', 'jd', 'butuh', 'global', 'lestari', 'alam', 'bumi', 'kereta', 'listrik', 'cepat', 'supersonic', 'jenis', 'rekomendatif', 'banding', 'dgn', 'pesawat', 'udara', 'yg', 'cocok', 'modifikasi', 'alat', 'ganti', 'mobil', 'madam', 'bakar', 'hutan']"
Ham,"Gmn pun cara nya Hanya Pak Jokowi yg mampu exekusi nya, sallam sehat selalu Pak Jokowi sekeluara jg para mentri2 nya","['gmn', 'nya', 'jokowi', 'yg', 'exekusi', 'nya', 'sallam', 'sehat', 'jokowi', 'sekeluara', 'jg', 'tri', 'nya']"
Ham,"Saya berharap sebelum bapak selesai masa jabatan.bapak  memulai lagi kereta cepat Bandung Jogja dan Jogja  Surabaya,dengan begitu presiden berikut y mau tidak mau harus lanjutkan,pelan pelan  saya yakin 10-20 tahun pasti tersambung jkt-surabaya","['harap', 'selesai', 'jabat', 'kereta', 'cepat', 'bandung', 'jogja', 'jogja', 'surabaya', 'presiden', 'y', 'tidak', 'lanjut', 'pelan', 'pelan', 'sambung', 'jkt', 'surabaya']"
Spam,Panjang umur semoga sehat selalu buat raja..,"['umur', 'moga', 'sehat', 'raja']"
Ham,Sepp pak,['sepp']
Ham,"Mantap pak ,sukses selalu dan sehat selalu","['mantap', 'sukses', 'sehat']"
Ham,Selamat yang mulia presiden ke 7 joko widodo. Keberhasilan kereta cepat sbg awal baik utk seluruh indonesia.❤,"['selamat', 'mulia', 'presiden', 'joko', 'widodo', 'hasil', 'kereta', 'cepat', 'sbg', 'utk', 'indonesia']"
Ham,Mantap. Sehat2 Pak Presiden Jokowi. Ijin share,"['mantap', 'sehat', 'presiden', 'jokowi', 'ijin', 'share']"
Spam,Kasihan orang REMPANG GALANG. Demi kereta itu mereka harus di gusur,"['kasihan', 'orang', 'rempang', 'galang', 'kereta', 'gusur']"
Ham,Mantab kepercayaan rakyat semakin kuat dgn selesainya kereta cepat. Menunjukkan bahwa bangsa kita akan maju pesat,"['mantab', 'percaya', 'rakyat', 'kuat', 'dgn', 'selesai', 'kereta', 'cepat', 'bangsa', 'maju', 'pesat']"
Ham,Ntar bikin lagii kereta Cepat Bandung - jakarta -Kalimantan IKN.,"['ntar', 'bikin', 'lagi', 'kereta', 'cepat', 'bandung', 'jakarta', 'kalimantan', 'ikn']"
Spam,Katanya 18 agustus wkkk,"['agustus', 'wkkk']"
Ham,Semoga Allah swt selalu memberikan kesehatan untuk sekeluarga pak jokowi dan semoga sj warga indonesia tetap menjaga dan memelihara yang sdh d bangun dengan susah payah apa yang telah ada😊😊😊 salam NKRI🥰🥰,"['moga', 'allah', 'swt', 'sehat', 'keluarga', 'jokowi', 'moga', 'sj', 'warga', 'indonesia', 'jaga', 'pelihara', 'sdh', 'd', 'bangun', 'susah', 'payah', 'salam', 'nkri']"
Ham,Mantap Keren Bapak Republik Indonesia 🇮🇩 Hebat 👍🇮🇩,"['mantap', 'keren', 'republik', 'indonesia', 'hebat']"
Ham,"Alhamdulillah, semoga dgn kehadiran KA cepat ini membawa manfaat untuk bangsa khususnya masyarakat DKI dan Jabar. Mudah2an dilanjutkan sampai ke ujung pulau Jawa oleh pemimpin berikutnya.","['alhamdulillah', 'moga', 'dgn', 'hadir', 'ka', 'cepat', 'bawa', 'manfaat', 'bangsa', 'masyarakat', 'dki', 'jabar', 'mudah', 'an', 'lanjut', 'ujung', 'pulau', 'jawa', 'pimpin']"
Spam,"https://www.facebook.com/groups/606378937782873/?ref=share_group_link

Mohon dukungannya terhadap perjuangan kami dalam kasus Net89 yang sudah membuat penderitaan sangat dalam bagi ratusan ribu membernya.

Sejumlah oknum aktor intelektual PT SMI (Simbiotik Multitalenta Indonesia) dan para kroninya yang sudah berstatus tersangka (8 orang) maupun yang belum (masih ada belasan orang lagi) agar diproses hukum dengan ganjaran hukuman seberat-beratnya.

Yang lebih penting lagi, dana ratusan ribu member Net89 dapat dikembalikan, dengan cara sebaik-baiknya dan secepat-secepatnya.

Mohon kasus Net89 diawasi dan dikawal dengan baik, agar dana member bisa kembali, sehingga penderitaan ratusan ribu member Net89 bisa terangkat;  ekonomi mereka pulih; hambatan pendidikan dan gangguan kesehatan hilang; dan masa depan mereka menjadi cerah kembali.

#GempurNet89
#Net89
#KasusNet89
#ptsmi
#SimbiotikMultitalentaIndonesia
#Polri
#PolisiIndonesia
#Presisi","['mohon', 'dukung', 'juang', 'net', 'derita', 'ratus', 'ribu', 'membernya', 'oknum', 'aktor', 'intelektual', 'pt', 'smi', 'simbiotik', 'multitalenta', 'indonesia', 'kroni', 'status', 'sangka', 'orang', 'bas', 'orang', 'proses', 'hukum', 'ganjar', 'hukum', 'berat', 'berat', 'dana', 'ratus', 'ribu', 'member', 'net', 'kembali', 'baik', 'cepat', 'cepat', 'mohon', 'net', 'awas', 'kawal', 'dana', 'member', 'derita', 'ratus', 'ribu', 'member', 'net', 'angkat', 'ekonomi', 'pulih', 'hambat', 'didik', 'ganggu', 'sehat', 'hilang', 'cerah', 'gempurnet', 'net', 'kasusnet', 'ptsmi', 'simbiotikmultitalentaindonesia', 'polri', 'polisiindonesia', 'presisi']"
Spam,"https://www.facebook.com/groups/606378937782873/?ref=share_group_link

Mohon dukungannya terhadap perjuangan kami @gempurnet89 dalam kasus Net89 yang sudah membuat penderitaan sangat dalam bagi ratusan ribu membernya.

Sejumlah oknum aktor intelektual PT SMI (SIMBIOTIK MULTITALENTA INDONESIA) dan para kroninya yang sudah berstatus tersangka (13 orang => sampai sekarang blum satupun ditahan) maupun yang belum (masih ada belasan orang lagi) agar diproses hukum dengan ganjaran hukuman seberat-beratnya.
sehingga penderitaan ratusan ribu member Net89 bisa terangkat;  ekonomi mereka pulih; hambatan pendidikan dan gangguan kesehatan hilang; dan masa depan mereka menjadi cerah kembali.

#GempurNet89
#Net89
#KasusNet89
#ptsmi
#SimbiotikMultitalenhtaIndonesia
#Polri
#PolisiIndonesia
#Presisi 
🙏🏻🙏🏻🙏🏻","['mohon', 'dukung', 'juang', 'net', 'derita', 'ratus', 'ribu', 'membernya', 'oknum', 'aktor', 'intelektual', 'pt', 'smi', 'simbiotik', 'multitalenta', 'indonesia', 'kroni', 'status', 'sangka', 'orang', 'blum', 'satu', 'tahan', 'bas', 'orang', 'proses', 'hukum', 'ganjar', 'hukum', 'berat', 'berat', 'derita', 'ratus', 'ribu', 'member', 'net', 'angkat', 'ekonomi', 'pulih', 'hambat', 'didik', 'ganggu', 'sehat', 'hilang', 'cerah', 'gempurnet', 'net', 'kasusnet', 'ptsmi', 'simbiotikmultitalenhtaindonesia', 'polri', 'polisiindonesia', 'presisi']"
Ham,Keren pak sukses sll .,"['keren', 'sukses', 'sll']"
Ham,GBU ALL THE BEST WISHES THE GREAT INDONESIA RAYA BHINEKA TUNGGAL IKA FOR FOREVER,"['gbu', 'all', 'the', 'best', 'wishes', 'the', 'great', 'indonesia', 'raya', 'bhineka', 'tunggal', 'ika', 'for', 'forever']"
Spam,"https://www.facebook.com/groups/606378937782873/?ref=share_group_link

Mohon dukungannya terhadap perjuangan kami @gempurnet89 dalam kasus Net89 yang sudah membuat penderitaan sangat dalam bagi ratusan ribu membernya.

Sejumlah oknum aktor intelektual PT SMI (SIMBIOTIK MULTITALENTA INDONESIA) dan para kroninya yang sudah berstatus tersangka (13 orang => sampai sekarang blum satupun ditahan) maupun yang belum (masih ada belasan orang lagi) agar diproses hukum dengan ganjaran hukuman seberat-beratnya.
sehingga penderitaan ratusan ribu member Net89 bisa terangkat;  ekonomi mereka pulih; hambatan pendidikan dan gangguan kesehatan hilang; dan masa depan mereka menjadi cerah kembali.

#GempurNet89
#Net89
#KasusNet89
#ptsmi
#SimbiotikMultitalenhtaIndonesia
#Polri
#PolisiIndonesia
#Presisi 
🙏🏻🙏🏻🙏🏻","['mohon', 'dukung', 'juang', 'net', 'derita', 'ratus', 'ribu', 'membernya', 'oknum', 'aktor', 'intelektual', 'pt', 'smi', 'simbiotik', 'multitalenta', 'indonesia', 'kroni', 'status', 'sangka', 'orang', 'blum', 'satu', 'tahan', 'bas', 'orang', 'proses', 'hukum', 'ganjar', 'hukum', 'berat', 'berat', 'derita', 'ratus', 'ribu', 'member', 'net', 'angkat', 'ekonomi', 'pulih', 'hambat', 'didik', 'ganggu', 'sehat', 'hilang', 'cerah', 'gempurnet', 'net', 'kasusnet', 'ptsmi', 'simbiotikmultitalenhtaindonesia', 'polri', 'polisiindonesia', 'presisi']"
Ham,Selamat datang di Bandung Bapak Presiden Joko Widodo 🙏,"['selamat', 'bandung', 'presiden', 'joko', 'widodo']"
Ham,"Mantap pak Presiden Joko Widodo...
Tetap sehat, semangat dan sukacita membangun Negeri kita tercinta...","['mantap', 'presiden', 'joko', 'widodo', 'sehat', 'semangat', 'sukacita', 'bangun', 'negeri', 'cinta']"
Ham,"Mantap Pak Presiden Joko Widodo mudah2 an, suatu saat nanti sy bisa naik kereta cepat.","['mantap', 'presiden', 'joko', 'widodo', 'mudah', 'an', 'sy', 'kereta', 'cepat']"
Spam,"Mantap pak, andaikan bisa tiga periode akan semakin banyak rakyat menikmati kemudahan, sehat selalu pak,GBU","['mantap', 'andai', 'periode', 'rakyat', 'nikmat', 'mudah', 'sehat', 'gbu']"
Ham,Wowww Wonderful Mr. You are all the best too👍👍👍🙏🙏🙏💪💪🇮🇩❤🇮🇩❤🇮🇩❤🇮🇩❤,"['wowww', 'wonderful', 'mr', 'you', 'are', 'all', 'the', 'best', 'too']"
Ham,love you bpk Presiden Joko Widodo smg sht sll Indonesiaq semakin maju terus Aamiin,"['love', 'you', 'bpk', 'presiden', 'joko', 'widodo', 'smg', 'sht', 'sll', 'indonesiaq', 'maju', 'aamiin']"
Ham,THE BEST POKOKNYA PRESIDENKU.....,"['the', 'best', 'pokok', 'presiden']"
Ham,Semoga pak Jokowi di beri kesehatan selalu,"['moga', 'jokowi', 'sehat']"
Ham,The best president  of all...,"['the', 'best', 'president', 'of', 'all']"
Ham,You are the Best Mr President Pakde Owi and always in may heart..🥰🥰,"['you', 'are', 'the', 'best', 'mr', 'president', 'pakde', 'owi', 'and', 'always', 'in', 'may', 'heart']"
Ham,Mantap pakde,"['mantap', 'pakde']"
Ham,"Tahniah Bapak Presiden Joko Widodo 
di Malaysia menumpang bangga.

Negara pertama di rantau ini ada HSR (Kereta Cepat).
Dengan kelajuan sehingga 351 km/jam, difahamkan ia adalah negara kedua di dunia selepas China dengan kelajuan sebegini.

Tahniah!💪","['tahniah', 'presiden', 'joko', 'widodo', 'malaysia', 'tumpang', 'bangga', 'negara', 'rantau', 'hsr', 'kereta', 'cepat', 'laju', 'km', 'jam', 'difahamkan', 'negara', 'dunia', 'lepas', 'china', 'laju', 'tahniah']"
Ham,Bangun membangun pak jokowi solusinya,"['bangun', 'bangun', 'jokowi', 'solusi']"
Spam,"https://www.facebook.com/groups/606378937782873/?ref=share_group_link

Mohon dukungannya terhadap perjuangan kami GEMPUR NET89 dalam kasus Net89 yang sudah membuat penderitaan sangat dalam bagi ratusan ribu membernya.

Sejumlah oknum aktor intelektual PT SMI (SIMBIOTIK MULTITALENTA INDONESIA) dan para kroninya yang sudah berstatus tersangka ( 13 orang => sampai sekarang blum satupun ditahan=> mudah""an ketika akan dilakukan penahanan, tdk ada yg kabur 🙏🙏🙏) maupun yang belum menjadi tersangka (masih ada belasan orang lagi) agar diproses hukum dengan ganjaran hukuman seberat-beratnya.

Yang lebih penting lagi, dana ratusan ribu member Net89 dapat dikembalikan, dengan cara sebaik-baiknya dan secepat-secepatnya.

Mohon kasus Net89 diawasi dan dikawal dengan baik, agar dana member bisa kembali, sehingga penderitaan ratusan ribu member Net89 bisa terangkat;  ekonomi mereka pulih; hambatan pendidikan dan gangguan kesehatan hilang; dan masa depan mereka menjadi cerah kembali.

#GempurNet89
#Net89
#KasusNet89
#ptsmi
#SimbiotikMultitalentaIndonesia
#Polri
#PolisiIndonesia
#Presisi","['mohon', 'dukung', 'juang', 'gempur', 'net', 'net', 'derita', 'ratus', 'ribu', 'membernya', 'oknum', 'aktor', 'intelektual', 'pt', 'smi', 'simbiotik', 'multitalenta', 'indonesia', 'kroni', 'status', 'sangka', 'orang', 'blum', 'satu', 'tahan', 'mudah', 'an', 'tahan', 'tdk', 'yg', 'kabur', 'sangka', 'bas', 'orang', 'proses', 'hukum', 'ganjar', 'hukum', 'berat', 'berat', 'dana', 'ratus', 'ribu', 'member', 'net', 'kembali', 'baik', 'cepat', 'cepat', 'mohon', 'net', 'awas', 'kawal', 'dana', 'member', 'derita', 'ratus', 'ribu', 'member', 'net', 'angkat', 'ekonomi', 'pulih', 'hambat', 'didik', 'ganggu', 'sehat', 'hilang', 'cerah', 'gempurnet', 'net', 'kasusnet', 'ptsmi', 'simbiotikmultitalentaindonesia', 'polri', 'polisiindonesia', 'presisi']"
Ham,good job.P.,"['good', 'job', 'p']"
Ham,"Shalom ! Bpk.Presiden Ir.Haji.Joko Widodo,Wauh sangat KereN karya kerja nyata Bapa,kami seluruh rakyat Indonesia berterimakasih Pak,
Kiranya Tuhan Yesus Kristus Memberkati Bapa, Ibu dan Keluarga Besar
Ini Demas Robby Berandai-andai Bapa Presiden,jika itu dibuat dari
Kota Palembang ke Kota
Medan alangkah hebatnya
Rakyat bisa tertolong dari
Ongkos transfot*","['shalom', 'bpk', 'presiden', 'ir', 'haji', 'joko', 'widodo', 'wauh', 'keren', 'karya', 'kerja', 'nyata', 'bapa', 'rakyat', 'indonesia', 'berterimakasih', 'tuhan', 'yesus', 'kristus', 'kati', 'bapa', 'keluarga', 'das', 'robby', 'beranda', 'andai', 'bapa', 'presiden', 'kota', 'palembang', 'kota', 'medan', 'alangkah', 'hebat', 'rakyat', 'tolong', 'ongkos', 'transfot']"
Ham,Alhamdulillah lagi2 hanya di era bpk presiden jokowi indonesia sudah banyak perubahan dan maju berkat di pimpin bpk presiden jokowi indonesia jadi bangkit 🇮🇩dan maju dr aceh sampai papua🌏 Hidup bpk presiden jokowi..,"['alhamdulillah', 'era', 'bpk', 'presiden', 'jokowi', 'indonesia', 'ubah', 'maju', 'berkat', 'pimpin', 'bpk', 'presiden', 'jokowi', 'indonesia', 'bangkit', 'maju', 'dr', 'aceh', 'papua', 'hidup', 'bpk', 'presiden', 'jokowi']"
Spam,"Yg simple2 aja,nggak usah ribet2 knp pilih pak JokoWi…Si 32 tahun yg mayoritas tau lah yaaa kelakuannya dgn jongos2nya yg BANYAK SEKOLAH DI LUARNEGERI…Nggak bisa bikin transportasi massal…Yg ini duuuh nggak usah di jabarkan lah,cuma sekolah (kuliah) di dalam NEGERI (bukan DEPOK,sarang alay,Depok kecuali Cinere & sekitarnya masih PERADABAN)…S’pore &
Malaysia udah punya transportasi massal puluhan tahun (MRT),kita 🇮🇩 yaaa sejak pak Jokowi ada…Tidak akan pernah ada manusia (Presiden) sempurna,tapi yg 1 ini salahsatu yg terbaik ❤️🇮🇩❤️. Melenceng sedikit,Pak libas GENTING HIGHLAND pak,sama2 negara dgn penduduk MAYORITAS ISLAM pak,krn judi online dll yg SETIPE ditutup besok2nya ada lagi,mending di legalkan pak.","['yg', 'simple', 'aja', 'nggak', 'ribet', 'knp', 'pilih', 'jokowi', 'si', 'yg', 'mayoritas', 'tau', 'yaaa', 'laku', 'dgn', 'jongos', 'nya', 'yg', 'sekolah', 'luarnegeri', 'nggak', 'bikin', 'transportasi', 'massal', 'yg', 'duuuh', 'nggak', 'jabar', 'sekolah', 'kuliah', 'negeri', 'depok', 'sarang', 'alay', 'depok', 'kecuali', 'cere', 'adab', 's', 'pore', 'malaysia', 'udah', 'transportasi', 'massal', 'puluh', 'mrt', 'yaaa', 'jokowi', 'tidak', 'manusia', 'presiden', 'sempurna', 'yg', 'salahsatu', 'yg', 'baik', 'lenceng', 'libas', 'genting', 'highland', 'negara', 'dgn', 'duduk', 'mayoritas', 'islam', 'krn', 'judi', 'online', 'dll', 'yg', 'tipe', 'tutup', 'besok', 'nya', 'mending', 'legal']"
Ham,"Masyaallah tabarakallallah success my prisiden is the best amin yarrobball, alamin.😇😇😇🤲🤲🤲❤️❤️❤️🌸🌸🌸","['masyaallah', 'tabarakallallah', 'success', 'my', 'prisiden', 'is', 'the', 'best', 'amin', 'yarrobball', 'alamin']"
Ham,Presiden keren..👍,"['presiden', 'keren']"
Ham,Pak Jokowi is the best ❤️🙏,"['jokowi', 'is', 'the', 'best']"
Spam,"Assalamualaikum Wr.Wb
Masih Memperihatinkan""
""PERHATIKAN UMKM dan Turun LANGSUNG ke Lapangan Bagaiman Keluhan keluhan yang terus terjadi di masyarakat #SandiagaSalaudinUno Bapak UMKM Indonesia yang menjabat saat ini sebagai Menteri Di kabinet Indonesia Maju ""Pak sandi"". #SumateraUtara mewakili Bapak GUBSU #EdyRahmayadi ""Pak"" dan Walikota Medan #BobyAfifNasution ""LancarProyek kita pak"" #DPRDSUMUT #POLDASUMUT #TNISUMUT #PEMPROVSUMUT 
Semoga kita semua sehat Selalu dan dalam lindungan allah swt tuhan yang maha kuasa atas segala kuasa.
Jadi ada beberapa point yang ingin saya sampaikan dan saya pertanyakan serta harus segara di laksanakan
1.#Kominfo Tolong Benar Benar Hapuskan Judi Online dan Berantas Mafia/Bandar Narkoba saya tidak tahu pasti apa penyebab daya jual beli di SUMATERA UTARA khusus nya Medan Sumut #Sumut sebelumnya sangat sangat Menurun tidak pernah terjadi, tidak separah Covid19 sebelumnya,kami waktu Covid19 masih merasakan para pedagang kecil (UMKM) masih bisa tersenyum walaupun ada kegiatan #PSBB tapi sekrang ini berbeda di bulan Juni-agustus banyak UMKM yang Tutup (Bangkrut) sampai pada bulan ini di bulan SEPTEMBER alhamdulillah ada sedikit peningkatan saya harap ini terus meningkat agar Ekonomi kita tidak seperti Sebelumnya entah mengapa dan apa sebabnya?
saya mengatakan ini karena Percaya atau tidak Percaya masyarakat saya ,sahabat ,saudara dan teman teman UMKM Curhat dan Fakta yang modal nya kecil Banyak yang tutup tidak bisa bertahan karena Sepi nya pembeli.
Jadi untuk mengawal Pedagang pedagang kecil agar bangkit dari rasa tidak percaya diri saya meminta kepada #KAPOLDASUMUT #KAPOLDA untuk Memerintahkan jajaran atau bawahan nya #POLRES #KAPOLRES #POLSEK #KAPOLSEK #POLRESTABESMEDAN #POLRESTABES berantas Judi ,Meja meja Judi dan bandar bandar judi dan yang paling merugikan Negara adalah Judi Online ,berantas sampai ke plosok plosok daerah dan saya memohon Kepada Bapak #KAPOLDA untuk memerintahkan,mengingatkan kepada rekan rekan Jangan jadi Becking Bandar Narkoba dan  Bandar Judi/Judi online Sumatera Utara #Sumut sering Viral emak emak harus turun tangan bertindak menghancurkan Meja meja judi dan Lapak Judi .Tugas Bapak sebagai #KAPOLDA #KAPOLRES #KAPOLSEK 
#Demiindonesiamaju
Jangan Takut,dan Bekerja keras lah kita tidak Boleh Sepele Kepada dua Penyakit masyarakat ini yang selalu timbul,tapi semua itu bisa di cegah dan di buat MINIM atau MINUS angka Judi dan Narkoba harus turun dan terus turun di Seluruh Wilayah Indonesia termasuk SUMUT.

2.#PresidenJokowidodo Bapak Presiden Joko Widodo sehat selalu,semangat terus dan tugas di bahu bapak benar benar berat sekali saya heran bapak tidak kekar tapi semangat muda nya memikirkan bagaimana "" indonesia tidak gini gini aja "" 
Saya ingin Menyampaikan sedikit pendapat tentang Bantuan sosial ,Nah bantuan sosial sebelumnya terus di berikan kepada Masyarakat Miskin dan masyarakat ekonomi lemah sangat terbantu setelah covid perlahan bangkit jadi saya ke point utama yaitu ""Percuma bantuan Sosial terus di berikan kalau perputaran uang terus mengalir ke luar negeri dan sampai pada titik utama ke bandar Judi atau bandar narkoba ke luar negeri.Bantuan yang sebelumnya bapak berikan sangatlah membantu tapi kinerja Pusat kementrian dan Polri tidak bisa memblokade uang yang mengalir keluar karena terus berharap kaya dan lepas dari hutang karena Judi ,yang ada kebanyakan sekarang orang yang sudah berhutang bertambah hutang nya.
""Jadi untuk membuat ekonomi ini kembali stabil dan mudah mudahan naik adalah dengan memblokade Judi Online dan memberantas sampai ke akar akarnya Mafia narkoba baik bandar ataupun yang membeckingi bandar narkoba itu sendiri dengan cepat dan ter ukur.

Setelah Memblokade Situs dan aplikasi judi online serta meratakan Narkoba ,#bansos akan ber arti di berikan karena perputaran ini kembali membaik.dan saya berharap krena keadan skrg sperti ini mungkin di daerah #JABAR #JATENG #JATIM juga mengalami problem yang sama.
#DemiIndonesia #NKRIhargamati

Kita juga berharap ada subsidi yang bisa meringankan beban rakyat sekarang ini.

Ayo bekerjasama Terus mencegah!!
#KerugianNegaraRepublikindonesia
#KerugianNegara #MenurunnyaDevisaNegara #Melemahnyasektorjualbeli #UmkmResah","['assalamualaikum', 'wr', 'wb', 'memperihatinkan', 'perhati', 'umkm', 'turun', 'langsung', 'lapang', 'bagaiman', 'keluh', 'keluh', 'masyarakat', 'sandiagasalaudinuno', 'umkm', 'indonesia', 'jabat', 'menteri', 'kabinet', 'indonesia', 'maju', 'sandi', 'sumaterautara', 'wakil', 'gubsu', 'edyrahmayadi', 'walikota', 'medan', 'bobyafifnasution', 'lancarproyek', 'dprdsumut', 'poldasumut', 'tnisumut', 'pemprovsumut', 'moga', 'sehat', 'lindung', 'allah', 'swt', 'tuhan', 'maha', 'kuasa', 'kuasa', 'point', 'segara', 'laksana', 'kominfo', 'tolong', 'hapus', 'judi', 'online', 'berantas', 'mafia', 'bandar', 'narkoba', 'tidak', 'sebab', 'daya', 'jual', 'beli', 'sumatera', 'utara', 'khusus', 'nya', 'medan', 'sumut', 'sumut', 'turun', 'tidak', 'tidak', 'parah', 'covid', 'covid', 'rasa', 'dagang', 'umkm', 'senyum', 'giat', 'psbb', 'sekrang', 'beda', 'juni', 'agustus', 'umkm', 'tutup', 'bangkrut', 'september', 'alhamdulillah', 'tingkat', 'harap', 'tingkat', 'ekonomi', 'tidak', 'percaya', 'tidak', 'percaya', 'masyarakat', 'sahabat', 'saudara', 'teman', 'teman', 'umkm', 'curhat', 'fakta', 'modal', 'nya', 'tutup', 'tidak', 'tahan', 'sepi', 'nya', 'beli', 'awal', 'dagang', 'dagang', 'bangkit', 'tidak', 'percaya', 'kapoldasumut', 'kapolda', 'perintah', 'jajar', 'bawah', 'nya', 'polres', 'kapolres', 'polsek', 'kapolsek', 'polrestabesmedan', 'polrestabes', 'berantas', 'judi', 'meja', 'meja', 'judi', 'bandar', 'bandar', 'judi', 'rugi', 'negara', 'judi', 'online', 'berantas', 'plosok', 'plosok', 'daerah', 'mohon', 'kapolda', 'perintah', 'rekan', 'rekan', 'becking', 'bandar', 'narkoba', 'bandar', 'judi', 'judi', 'online', 'sumatera', 'utara', 'sumut', 'viral', 'emak', 'emak', 'turun', 'tangan', 'tindak', 'hancur', 'meja', 'meja', 'judi', 'lapak', 'judi', 'tugas', 'kapolda', 'kapolres', 'kapolsek', 'demiindonesiamaju', 'takut', 'keras', 'tidak', 'sepele', 'sakit', 'masyarakat', 'timbul', 'cegah', 'minim', 'minus', 'angka', 'judi', 'narkoba', 'turun', 'turun', 'wilayah', 'indonesia', 'sumut', 'presidenjokowidodo', 'presiden', 'joko', 'widodo', 'sehat', 'semangat', 'tugas', 'bahu', 'berat', 'heran', 'tidak', 'kekar', 'semangat', 'muda', 'nya', 'pikir', 'indonesia', 'tidak', 'gin', 'gin', 'aja', 'dapat', 'bantu', 'sosial', 'bantu', 'sosial', 'masyarakat', 'miskin', 'masyarakat', 'ekonomi', 'lemah', 'bantu', 'covid', 'perlahan', 'bangkit', 'point', 'utama', 'bantu', 'sosial', 'putar', 'uang', 'alir', 'negeri', 'titik', 'utama', 'bandar', 'judi', 'bandar', 'narkoba', 'negeri', 'bantu', 'bantu', 'kerja', 'pusat', 'tri', 'polri', 'tidak', 'blokade', 'uang', 'alir', 'harap', 'kaya', 'lepas', 'hutang', 'judi', 'banyak', 'orang', 'hutang', 'tambah', 'hutang', 'nya', 'ekonomi', 'stabil', 'mudah', 'mudah', 'blokade', 'judi', 'online', 'berantas', 'akar', 'akar', 'mafia', 'narkoba', 'bandar', 'membeckingi', 'bandar', 'narkoba', 'cepat', 'ter', 'ukur', 'blokade', 'situs', 'aplikasi', 'judi', 'online', 'rata', 'narkoba', 'bansos', 'ber', 'arti', 'putar', 'baik', 'harap', 'krena', 'adan', 'skrg', 'sperti', 'daerah', 'jabar', 'jateng', 'jatim', 'alami', 'problem', 'indonesia', 'nkrihargamati', 'harap', 'subsidi', 'ringan', 'beban', 'rakyat', 'ayo', 'bekerjasama', 'cegah', 'kerugiannegararepublikindonesia', 'kerugiannegara', 'menurunnyadevisanegara', 'melemahnyasektorjualbeli', 'umkmresah']"
Spam,"Ini yg disebut pemimpin yg berprestasi dlm memimpin...❤️
Gimna menurut anda bos Firda Kaliasemfarm adakah anda tanggapan dikolom ini..?🤭🤣","['yg', 'pimpin', 'yg', 'prestasi', 'dlm', 'pimpin', 'gimna', 'bos', 'firda', 'kaliasemfarm', 'ada', 'tanggap', 'kolom']"
Ham,"Maa Syaa Allaah, mantap..

Semoga Allah Azza wa Jalla selalu menjaga, melimpahkan taufiq dan merahmati Presiden RI Bpk. Joko Widodo beserta seluruh keluarga dan jajarannya..","['maa', 'syaa', 'allaah', 'mantap', 'moga', 'allah', 'azza', 'wa', 'jalla', 'jaga', 'limpah', 'taufiq', 'rahmat', 'presiden', 'ri', 'bpk', 'joko', 'widodo', 'serta', 'keluarga', 'jajar']"
Ham,"Permisi pantun dulu yaa..🙏

Dari Halim ke Tegal Luar..
Kereta cepat sudah meluncur..
Setelah ngejim badan terasa bugar..
Indonesia sejahtera, adil dan makmur..","['permisi', 'pantun', 'yaa', 'halim', 'tegal', 'kereta', 'cepat', 'luncur', 'ngejim', 'badan', 'bugar', 'indonesia', 'sejahtera', 'adil', 'makmur']"
Ham,Assalamu'alaikum pak jokowi,"['assalamu', 'alaikum', 'jokowi']"
Spam,Tiga periode pak Jokowi,"['periode', 'jokowi']"
Ham,Keren Bpk Jokowi  👍👍🙏🙏,"['keren', 'bpk', 'jokowi']"
Ham,Presiden terbaik sepanjang sejarah bangsa Indonesia...,"['presiden', 'baik', 'sejarah', 'bangsa', 'indonesia']"
